ticket_id,zone,date,category,priority,resolution_time_minutes,escalated
T1434,Whitefield,2026-03-24,Delivery Delay,Critical,33,Yes
T1435,Whitefield,2026-03-24,App Issue,Critical,72,Yes
T1436,Whitefield,2026-03-24,Rider Shortage,Low,37,No
T1437,Whitefield,2026-03-24,Payment Issue,Low,68,No
T1438,Whitefield,2026-03-24,Rider Shortage,Low,79,No
T1439,Whitefield,2026-03-24,Payment Issue,High,26,Yes
T1440,Whitefield,2026-03-25,Rider No Show,Low,22,No
T1441,Whitefield,2026-03-25,Rider Shortage,Medium,32,No
T1442,Whitefield,2026-03-25,Payment Issue,Medium,71,No
T1443,Whitefield,2026-03-25,App Issue,Medium,19,No
T1444,Whitefield,2026-03-25,Rider No Show,Critical,40,Yes
T1445,Whitefield,2026-03-25,Rider Shortage,High,44,Yes
T1446,Whitefield,2026-03-26,App Issue,Low,43,No
T1447,Whitefield,2026-03-26,App Issue,Low,17,No
T1448,Whitefield,2026-03-26,Delivery Delay,Critical,72,Yes
T1449,Whitefield,2026-03-26,Rider No Show,Medium,16,No
T1450,Whitefield,2026-03-26,Payment Issue,High,89,Yes
T1451,Whitefield,2026-03-26,Rider No Show,Low,42,No
T1452,Whitefield,2026-03-26,Rider Shortage,High,16,Yes
T1453,Whitefield,2026-03-26,Rider Shortage,Critical,21,Yes
T1454,Whitefield,2026-03-26,Rider No Show,Medium,40,No
T1455,Whitefield,2026-03-26,Rider No Show,Critical,30,Yes
T1456,Whitefield,2026-03-27,Payment Issue,Low,46,No
T1457,Whitefield,2026-03-27,Delivery Delay,Low,29,No
T1458,Whitefield,2026-03-27,Payment Issue,High,27,Yes
T1459,Whitefield,2026-03-27,Delivery Delay,Critical,19,Yes
T1460,Whitefield,2026-03-27,Delivery Delay,Low,89,No
T1461,Whitefield,2026-03-27,Rider Shortage,Critical,88,Yes
T1462,Whitefield,2026-03-27,Rider No Show,High,66,Yes
T1463,Whitefield,2026-03-27,Rider No Show,High,55,Yes
T1464,Whitefield,2026-03-27,App Issue,Medium,67,No
T1465,Whitefield,2026-03-27,Payment Issue,High,64,Yes
T1466,Whitefield,2026-03-28,App Issue,Low,21,No
T1467,Whitefield,2026-03-28,Rider No Show,Low,54,No
T1468,Whitefield,2026-03-28,Delivery Delay,Low,42,No
T1469,Whitefield,2026-03-28,App Issue,Low,46,No
T1470,Whitefield,2026-03-28,Delivery Delay,Medium,29,No
T1471,Whitefield,2026-03-28,Rider Shortage,Low,84,No
T1472,Whitefield,2026-03-28,Rider No Show,High,79,Yes
T1473,Whitefield,2026-03-28,App Issue,Low,18,No
T1474,Whitefield,2026-03-29,Rider No Show,Low,75,No
T1475,Whitefield,2026-03-29,Rider No Show,Critical,51,Yes
T1476,Whitefield,2026-03-29,App Issue,Medium,37,No
T1477,Whitefield,2026-03-29,Rider Shortage,Low,54,No
T1478,Whitefield,2026-03-29,App Issue,Medium,37,No
T1479,Whitefield,2026-03-29,Payment Issue,High,30,Yes
T1480,Whitefield,2026-03-29,App Issue,High,75,Yes
T1481,Whitefield,2026-03-29,Delivery Delay,Critical,82,Yes
T1482,Whitefield,2026-03-30,Payment Issue,Low,39,No
T1483,Whitefield,2026-03-30,App Issue,Medium,58,No
T1484,Whitefield,2026-03-30,Rider Shortage,Low,26,No
T1485,Whitefield,2026-03-30,App Issue,Medium,23,No
T1486,Whitefield,2026-03-30,Payment Issue,Medium,26,No
T1487,Whitefield,2026-03-30,Rider Shortage,Medium,83,No
T1488,Whitefield,2026-03-30,Rider Shortage,High,68,Yes
T1489,Whitefield,2026-03-30,Payment Issue,Low,68,No
T1490,Whitefield,2026-03-30,Rider No Show,Medium,42,No
T1491,Whitefield,2026-03-30,Payment Issue,Critical,70,Yes
T1492,Whitefield,2026-03-31,Rider Shortage,Critical,72,Yes
T1493,Whitefield,2026-03-31,Rider Shortage,Low,89,No
T1494,Whitefield,2026-03-31,App Issue,High,56,Yes
T1495,Whitefield,2026-03-31,Payment Issue,High,52,Yes
T1496,Whitefield,2026-03-31,Rider No Show,Medium,82,No
T1497,Whitefield,2026-03-31,Payment Issue,Medium,67,No
T1498,Whitefield,2026-03-31,App Issue,Critical,47,Yes
T1499,Whitefield,2026-04-01,Payment Issue,High,65,Yes
T1500,Whitefield,2026-04-01,App Issue,Critical,88,Yes
T1501,Whitefield,2026-04-01,Delivery Delay,Medium,57,No
T1502,Whitefield,2026-04-01,Rider No Show,Medium,29,No
T1503,Whitefield,2026-04-01,Rider Shortage,Low,52,No
T1504,Whitefield,2026-04-02,Delivery Delay,Low,68,No
T1505,Whitefield,2026-04-02,App Issue,Critical,65,Yes
T1506,Whitefield,2026-04-02,Payment Issue,Medium,24,No
T1507,Whitefield,2026-04-02,Delivery Delay,High,26,Yes
T1508,Whitefield,2026-04-02,Payment Issue,High,18,Yes
T1509,Whitefield,2026-04-02,Payment Issue,High,32,Yes
T1510,Whitefield,2026-04-02,Payment Issue,Critical,50,Yes
T1511,Whitefield,2026-04-02,Rider Shortage,Medium,39,No
T1512,Whitefield,2026-04-02,App Issue,High,50,Yes
T1513,Whitefield,2026-04-03,Delivery Delay,High,23,Yes
T1514,Whitefield,2026-04-03,Rider No Show,High,75,Yes
T1515,Whitefield,2026-04-03,Rider No Show,Low,67,No
T1516,Whitefield,2026-04-03,App Issue,Medium,32,No
T1517,Whitefield,2026-04-03,App Issue,Critical,57,Yes
T1518,Whitefield,2026-04-03,Delivery Delay,Medium,49,No
T1519,Whitefield,2026-04-03,Rider No Show,Critical,77,Yes
T1520,Whitefield,2026-04-03,Payment Issue,Medium,18,No
T1521,Whitefield,2026-04-03,Rider No Show,High,55,Yes
T1522,Whitefield,2026-04-03,Payment Issue,Critical,59,Yes
T1523,Whitefield,2026-04-03,Rider Shortage,High,64,Yes
T1524,Whitefield,2026-04-04,App Issue,Low,83,No
T1525,Whitefield,2026-04-04,Delivery Delay,Low,15,No
T1526,Whitefield,2026-04-04,App Issue,High,53,Yes
T1527,Whitefield,2026-04-04,Rider No Show,Medium,31,No
T1528,Whitefield,2026-04-04,Rider Shortage,High,49,Yes
T1529,Whitefield,2026-04-04,Rider Shortage,Medium,60,No
T1530,Whitefield,2026-04-04,App Issue,Low,56,No
T1531,Whitefield,2026-04-04,App Issue,Medium,53,No
T1532,Whitefield,2026-04-04,Delivery Delay,Medium,63,No
T1533,Whitefield,2026-04-05,Rider Shortage,Low,37,No
T1534,Whitefield,2026-04-05,Delivery Delay,Low,36,No
T1535,Whitefield,2026-04-05,Rider Shortage,Low,18,No
T1536,Whitefield,2026-04-05,Payment Issue,High,63,Yes
T1537,Whitefield,2026-04-05,Rider No Show,Critical,73,Yes
T1538,Whitefield,2026-04-05,Payment Issue,Critical,87,Yes
T1539,Whitefield,2026-04-05,Payment Issue,Medium,82,No
T1540,Whitefield,2026-04-05,Rider Shortage,Critical,85,Yes
T1541,Whitefield,2026-04-05,Payment Issue,Critical,16,Yes
T1542,Whitefield,2026-04-05,App Issue,Low,63,No
T1543,Whitefield,2026-04-05,Rider Shortage,Low,45,No
T1544,Whitefield,2026-04-06,Rider Shortage,Critical,69,Yes
T1545,Whitefield,2026-04-06,Rider No Show,Medium,63,No
T1546,Whitefield,2026-04-06,Rider No Show,Medium,71,No
T1547,Whitefield,2026-04-06,Rider Shortage,Low,29,No
T1548,Whitefield,2026-04-06,Payment Issue,Low,41,No
T1549,Whitefield,2026-04-06,Payment Issue,High,82,Yes
T1550,Whitefield,2026-04-06,App Issue,High,78,Yes
T1551,Whitefield,2026-04-06,App Issue,Low,44,No
T1552,Whitefield,2026-04-06,Rider Shortage,Low,50,No
T1553,Whitefield,2026-04-07,App Issue,Low,63,No
T1554,Whitefield,2026-04-07,App Issue,Medium,69,No
T1555,Whitefield,2026-04-07,Payment Issue,Medium,70,No
T1556,Whitefield,2026-04-07,App Issue,Medium,82,No
T1557,Whitefield,2026-04-07,Rider Shortage,Medium,58,No
T1558,Whitefield,2026-04-07,Rider Shortage,Critical,45,Yes
T1559,Whitefield,2026-04-07,Payment Issue,High,72,Yes
T1560,Whitefield,2026-04-07,App Issue,Medium,67,No
T1561,Whitefield,2026-04-08,Rider Shortage,Low,37,No
T1562,Whitefield,2026-04-08,Rider Shortage,Medium,42,No
T1563,Whitefield,2026-04-08,Delivery Delay,Critical,30,Yes
T1564,Whitefield,2026-04-08,Payment Issue,High,51,Yes
T1565,Whitefield,2026-04-08,Rider No Show,Critical,35,Yes
T1566,Whitefield,2026-04-08,App Issue,High,31,Yes
T1567,Whitefield,2026-04-08,Rider Shortage,Critical,51,Yes
T1568,Whitefield,2026-04-08,Delivery Delay,High,33,Yes
T1569,Whitefield,2026-04-08,Delivery Delay,Low,44,No
T1570,Whitefield,2026-04-08,Payment Issue,Low,59,No
T1571,Whitefield,2026-04-09,Payment Issue,Critical,76,Yes
T1572,Whitefield,2026-04-09,Payment Issue,Low,50,No
T1573,Whitefield,2026-04-09,Delivery Delay,High,66,Yes
T1574,Whitefield,2026-04-09,Payment Issue,Medium,33,No
T1575,Whitefield,2026-04-09,App Issue,Medium,58,No
T1576,Whitefield,2026-04-09,Rider Shortage,Critical,21,Yes
T1577,Whitefield,2026-04-09,Rider No Show,Critical,58,Yes
T1578,Whitefield,2026-04-10,Payment Issue,Critical,48,Yes
T1579,Whitefield,2026-04-10,Rider No Show,Low,80,No
T1580,Whitefield,2026-04-10,Payment Issue,Critical,83,Yes
T1581,Whitefield,2026-04-10,Delivery Delay,Critical,69,Yes
T1582,Whitefield,2026-04-10,Payment Issue,High,24,Yes
T1583,Whitefield,2026-04-10,Payment Issue,Low,56,No
T1584,Whitefield,2026-04-10,Payment Issue,Critical,55,Yes
T1585,Whitefield,2026-04-10,Delivery Delay,High,83,Yes
T1586,Whitefield,2026-04-10,Rider Shortage,High,24,Yes
T1587,Whitefield,2026-04-10,App Issue,High,24,Yes
T1588,Whitefield,2026-04-10,Payment Issue,High,74,Yes
T1589,Whitefield,2026-04-11,Rider Shortage,High,22,Yes
T1590,Whitefield,2026-04-11,App Issue,High,79,Yes
T1591,Whitefield,2026-04-11,Rider No Show,Medium,44,No
T1592,Whitefield,2026-04-11,Rider No Show,Low,63,No
T1593,Whitefield,2026-04-11,App Issue,High,23,Yes
T1594,Whitefield,2026-04-11,Rider Shortage,Medium,31,No
T1595,Whitefield,2026-04-11,Rider Shortage,Low,83,No
T1596,Whitefield,2026-04-12,Delivery Delay,Critical,76,Yes
T1597,Whitefield,2026-04-12,Rider No Show,Medium,66,No
T1598,Whitefield,2026-04-12,Payment Issue,High,75,Yes
T1599,Whitefield,2026-04-12,App Issue,Low,54,No
T1600,Whitefield,2026-04-12,Rider No Show,Critical,52,Yes
T1601,Whitefield,2026-04-12,Payment Issue,Low,57,No
T1602,Whitefield,2026-04-13,Rider Shortage,High,47,Yes
T1603,Whitefield,2026-04-13,Payment Issue,Low,27,No
T1604,Whitefield,2026-04-13,Rider No Show,Low,76,No
T1605,Whitefield,2026-04-13,Delivery Delay,Low,57,No
T1606,Whitefield,2026-04-13,Rider No Show,High,63,Yes
T1607,Whitefield,2026-04-13,Rider Shortage,Critical,50,Yes
T1608,Whitefield,2026-04-13,Delivery Delay,Medium,24,No
T1609,Whitefield,2026-04-13,Rider Shortage,Critical,20,Yes
T1610,Whitefield,2026-04-14,App Issue,High,85,Yes
T1611,Whitefield,2026-04-14,Payment Issue,Low,72,No
T1612,Whitefield,2026-04-14,Payment Issue,Low,35,No
T1613,Whitefield,2026-04-14,Delivery Delay,Low,70,No
T1614,Whitefield,2026-04-14,App Issue,High,34,Yes
T1615,Whitefield,2026-04-15,Rider Shortage,Medium,39,No
T1616,Whitefield,2026-04-15,Rider Shortage,High,42,Yes
T1617,Whitefield,2026-04-15,Payment Issue,Critical,19,Yes
T1618,Whitefield,2026-04-15,Rider Shortage,Low,35,No
T1619,Whitefield,2026-04-15,Payment Issue,Low,32,No
T1620,Whitefield,2026-04-15,Delivery Delay,Low,61,No
T1621,Whitefield,2026-04-15,App Issue,Low,84,No
T1622,Whitefield,2026-04-15,Payment Issue,Low,71,No
T1623,Whitefield,2026-04-15,Rider No Show,Critical,33,Yes
T1624,Whitefield,2026-04-15,Payment Issue,Critical,79,Yes
T1625,Whitefield,2026-04-15,App Issue,Medium,17,No
T1626,Whitefield,2026-04-16,Rider Shortage,Low,54,No
T1627,Whitefield,2026-04-16,Delivery Delay,Critical,81,Yes
T1628,Whitefield,2026-04-16,Rider No Show,Low,39,No
T1629,Whitefield,2026-04-16,Payment Issue,High,69,Yes
T1630,Whitefield,2026-04-16,Payment Issue,Critical,66,Yes
T1631,Whitefield,2026-04-16,Rider No Show,Critical,58,Yes
T1632,Whitefield,2026-04-17,Rider No Show,Critical,70,Yes
T1633,Whitefield,2026-04-17,Delivery Delay,High,69,Yes
T1634,Whitefield,2026-04-17,Payment Issue,Low,84,No
T1635,Whitefield,2026-04-17,Delivery Delay,High,87,Yes
T1636,Whitefield,2026-04-17,Rider Shortage,High,80,Yes
T1637,Whitefield,2026-04-17,Rider Shortage,Medium,33,No
T1638,Whitefield,2026-04-17,Delivery Delay,Medium,21,No
T1639,Whitefield,2026-04-17,Delivery Delay,Critical,77,Yes
T1640,Whitefield,2026-04-17,App Issue,Low,56,No
T1641,Whitefield,2026-04-17,Rider No Show,High,56,Yes
T1642,Whitefield,2026-04-18,Payment Issue,High,31,Yes
T1643,Whitefield,2026-04-18,Rider Shortage,High,41,Yes
T1644,Whitefield,2026-04-18,Payment Issue,Low,61,No
T1645,Whitefield,2026-04-18,Rider Shortage,Critical,16,Yes
T1646,Whitefield,2026-04-18,Rider Shortage,High,77,Yes
T1647,Whitefield,2026-04-18,Payment Issue,Critical,76,Yes
T1648,Whitefield,2026-04-18,Rider Shortage,Critical,33,Yes
T1649,Whitefield,2026-04-19,Rider Shortage,Critical,53,Yes
T1650,Whitefield,2026-04-19,Delivery Delay,Critical,85,Yes
T1651,Whitefield,2026-04-19,Payment Issue,Critical,53,Yes
T1652,Whitefield,2026-04-19,Rider No Show,Critical,50,Yes
T1653,Whitefield,2026-04-19,Rider Shortage,Medium,54,No
T1654,Whitefield,2026-04-20,Payment Issue,High,39,Yes
T1655,Whitefield,2026-04-20,Delivery Delay,High,83,Yes
T1656,Whitefield,2026-04-20,Rider No Show,Medium,44,No
T1657,Whitefield,2026-04-20,Payment Issue,Critical,82,Yes
T1658,Whitefield,2026-04-20,Delivery Delay,Medium,43,No
T1659,Whitefield,2026-04-20,App Issue,High,87,Yes
T1660,Whitefield,2026-04-20,Rider No Show,High,82,Yes
T1661,Whitefield,2026-04-20,Delivery Delay,High,65,Yes
T1662,Whitefield,2026-04-20,Delivery Delay,Critical,38,Yes
T1663,Whitefield,2026-04-20,Rider Shortage,Medium,28,No
T1664,Whitefield,2026-04-21,Payment Issue,Low,56,No
T1665,Whitefield,2026-04-21,Rider No Show,Low,71,No
T1666,Whitefield,2026-04-21,Delivery Delay,Critical,26,Yes
T1667,Whitefield,2026-04-21,Payment Issue,Low,31,No
T1668,Whitefield,2026-04-21,Rider Shortage,Low,44,No
T1669,Whitefield,2026-04-21,Payment Issue,Medium,89,No
T1670,Whitefield,2026-04-21,Delivery Delay,Critical,37,Yes
T1671,Whitefield,2026-04-21,Delivery Delay,Low,15,No
T1672,Whitefield,2026-04-21,Rider Shortage,Critical,46,Yes
T1673,Whitefield,2026-04-21,Rider Shortage,Medium,23,No
T1674,Whitefield,2026-04-22,Delivery Delay,High,49,Yes
T1675,Whitefield,2026-04-22,Payment Issue,Medium,41,No
T1676,Whitefield,2026-04-22,App Issue,High,34,Yes
T1677,Whitefield,2026-04-22,Payment Issue,Medium,79,No
T1678,Whitefield,2026-04-22,Rider No Show,Critical,63,Yes
T1679,Whitefield,2026-04-22,App Issue,Low,15,No
T1680,Whitefield,2026-04-22,Delivery Delay,Medium,24,No
T1681,Whitefield,2026-04-22,Payment Issue,High,61,Yes
T1682,Whitefield,2026-04-23,Delivery Delay,Critical,76,Yes
T1683,Whitefield,2026-04-23,Rider No Show,Medium,32,No
T1684,Whitefield,2026-04-23,App Issue,Critical,60,Yes
T1685,Whitefield,2026-04-23,Rider Shortage,High,46,Yes
T1686,Whitefield,2026-04-23,Rider Shortage,High,41,Yes
T1687,Whitefield,2026-04-23,Rider Shortage,Medium,32,No
T1688,Whitefield,2026-04-23,App Issue,Low,53,No
T1689,Whitefield,2026-04-23,Delivery Delay,Low,63,No
T1690,Whitefield,2026-04-23,Payment Issue,Medium,58,No
T1691,Whitefield,2026-04-24,Payment Issue,Low,48,No
T1692,Whitefield,2026-04-24,App Issue,Critical,85,Yes
T1693,Whitefield,2026-04-24,Payment Issue,Low,50,No
T1694,Whitefield,2026-04-24,App Issue,High,32,Yes
T1695,Whitefield,2026-04-24,Payment Issue,High,52,Yes
T1696,Whitefield,2026-04-24,App Issue,Critical,73,Yes
T1697,Whitefield,2026-04-24,Rider No Show,Medium,23,No
T1698,Whitefield,2026-04-24,Delivery Delay,Low,87,No
T1699,Whitefield,2026-04-24,Rider No Show,Low,86,No
T1700,Whitefield,2026-04-24,Rider No Show,Low,65,No
T1701,Whitefield,2026-04-24,Payment Issue,Critical,49,Yes
T1702,Whitefield,2026-04-24,App Issue,Medium,19,No
T1703,Whitefield,2026-04-25,Rider No Show,Critical,18,Yes
T1704,Whitefield,2026-04-25,Delivery Delay,Medium,53,No
T1705,Whitefield,2026-04-25,Delivery Delay,High,78,Yes
T1706,Whitefield,2026-04-25,App Issue,High,39,Yes
T1707,Whitefield,2026-04-25,Rider Shortage,Medium,42,No
T1708,Whitefield,2026-04-25,Rider Shortage,High,80,Yes
T1709,Whitefield,2026-04-25,Rider Shortage,Medium,36,No
T1710,Whitefield,2026-04-25,Rider No Show,Medium,45,No
T1711,Whitefield,2026-04-25,Payment Issue,High,37,Yes
T1712,Whitefield,2026-04-25,Rider Shortage,High,62,Yes
T1713,Whitefield,2026-04-25,Rider Shortage,Medium,34,No
T1714,Whitefield,2026-04-26,Rider No Show,Medium,69,No
T1715,Whitefield,2026-04-26,Payment Issue,Low,82,No
T1716,Whitefield,2026-04-26,Rider Shortage,Medium,15,No
T1717,Whitefield,2026-04-26,Payment Issue,Critical,21,Yes
T1718,Whitefield,2026-04-26,Rider No Show,Critical,71,Yes
T1719,Whitefield,2026-04-26,Rider No Show,Medium,26,No
T1720,Whitefield,2026-04-26,Rider No Show,High,19,Yes
T1721,Whitefield,2026-04-26,Rider Shortage,Medium,64,No
T1722,Whitefield,2026-04-26,Rider Shortage,High,56,Yes
T1723,Whitefield,2026-04-26,Rider No Show,Low,26,No
T1724,Whitefield,2026-04-27,Payment Issue,Low,88,No
T1725,Whitefield,2026-04-27,Rider No Show,Low,31,No
T1726,Whitefield,2026-04-27,Rider Shortage,Medium,82,No
T1727,Whitefield,2026-04-27,App Issue,Low,85,No
T1728,Whitefield,2026-04-27,Delivery Delay,Low,76,No
T1729,Whitefield,2026-04-27,Delivery Delay,Low,55,No
T1730,Whitefield,2026-04-27,Payment Issue,Medium,48,No
T1731,Whitefield,2026-04-28,Rider Shortage,High,59,Yes
T1732,Whitefield,2026-04-28,App Issue,High,72,Yes
T1733,Whitefield,2026-04-28,App Issue,Medium,65,No
T1734,Whitefield,2026-04-28,App Issue,Medium,48,No
T1735,Whitefield,2026-04-28,App Issue,Low,58,No
T1736,Whitefield,2026-04-28,App Issue,Medium,29,No
T1737,Whitefield,2026-04-28,App Issue,High,84,Yes
T1738,Whitefield,2026-04-28,Rider Shortage,Low,64,No
T1739,Whitefield,2026-04-28,App Issue,Low,46,No
T1740,Whitefield,2026-04-28,App Issue,Medium,81,No
T1741,Whitefield,2026-04-28,Payment Issue,Critical,17,Yes
T1742,Whitefield,2026-04-29,Rider No Show,High,88,Yes
T1743,Whitefield,2026-04-29,Rider Shortage,Low,65,No
T1744,Whitefield,2026-04-29,App Issue,High,81,Yes
T1745,Whitefield,2026-04-29,Rider No Show,High,62,Yes
T1746,Whitefield,2026-04-29,Rider No Show,Low,31,No
T1747,Whitefield,2026-04-29,Delivery Delay,High,21,Yes
T1748,Whitefield,2026-04-29,Payment Issue,Medium,27,No
T1749,Whitefield,2026-04-29,Rider Shortage,Low,80,No
T1750,Whitefield,2026-04-29,App Issue,Critical,18,Yes
T1751,Whitefield,2026-04-29,Rider No Show,Critical,24,Yes
T1752,Whitefield,2026-04-29,App Issue,Low,31,No
T1753,Whitefield,2026-04-30,App Issue,High,83,Yes
T1754,Whitefield,2026-04-30,Rider Shortage,Critical,88,Yes
T1755,Whitefield,2026-04-30,App Issue,Low,23,No
T1756,Whitefield,2026-04-30,App Issue,Low,35,No
T1757,Whitefield,2026-04-30,Rider No Show,High,38,Yes
T1758,Whitefield,2026-04-30,Delivery Delay,Critical,18,Yes
T1759,Whitefield,2026-04-30,App Issue,Critical,38,Yes
T1760,Whitefield,2026-04-30,App Issue,High,73,Yes
T1761,Whitefield,2026-04-30,Payment Issue,Medium,17,No
T1762,Whitefield,2026-05-01,App Issue,High,54,Yes
T1763,Whitefield,2026-05-01,App Issue,Low,62,No
T1764,Whitefield,2026-05-01,Rider No Show,Medium,68,No
T1765,Whitefield,2026-05-01,Rider Shortage,High,49,Yes
T1766,Whitefield,2026-05-01,Rider Shortage,Medium,70,No
T1767,Whitefield,2026-05-01,Delivery Delay,Low,54,No
T1768,Whitefield,2026-05-01,Delivery Delay,High,82,Yes
T1769,Whitefield,2026-05-01,Rider Shortage,High,60,Yes
T1770,Whitefield,2026-05-02,Rider No Show,Medium,41,No
T1771,Whitefield,2026-05-02,Payment Issue,High,20,Yes
T1772,Whitefield,2026-05-02,Rider No Show,Low,31,No
T1773,Whitefield,2026-05-02,App Issue,Critical,50,Yes
T1774,Whitefield,2026-05-02,App Issue,High,16,Yes
T1775,Whitefield,2026-05-02,Rider No Show,Critical,66,Yes
T1776,Whitefield,2026-05-02,App Issue,Critical,80,Yes
T1777,Whitefield,2026-05-02,Delivery Delay,Low,66,No
T1778,Whitefield,2026-05-02,Delivery Delay,Critical,57,Yes
T1779,Whitefield,2026-05-02,App Issue,Low,36,No
T1780,Whitefield,2026-05-03,Payment Issue,Low,81,No
T1781,Whitefield,2026-05-03,Delivery Delay,Medium,74,No
T1782,Whitefield,2026-05-03,Rider Shortage,High,72,Yes
T1783,Whitefield,2026-05-03,Payment Issue,Low,26,No
T1784,Whitefield,2026-05-03,Payment Issue,High,83,Yes
T1785,Whitefield,2026-05-03,Rider Shortage,Medium,53,No
T1786,Whitefield,2026-05-03,Rider Shortage,Low,27,No
T1787,Whitefield,2026-05-03,Rider Shortage,Medium,55,No
T1788,Whitefield,2026-05-03,Rider Shortage,Medium,71,No
T1789,Whitefield,2026-05-04,App Issue,Low,26,No
T1790,Whitefield,2026-05-04,App Issue,High,27,Yes
T1791,Whitefield,2026-05-04,Rider Shortage,Critical,88,Yes
T1792,Whitefield,2026-05-04,Payment Issue,Critical,71,Yes
T1793,Whitefield,2026-05-04,Payment Issue,Medium,54,No
T1794,Whitefield,2026-05-04,Rider Shortage,Critical,59,Yes
T1795,Whitefield,2026-05-04,Rider No Show,Critical,49,Yes
T1796,Whitefield,2026-05-04,Payment Issue,Low,17,No
T1797,Whitefield,2026-05-04,Delivery Delay,Low,19,No
T1798,Whitefield,2026-05-05,Rider No Show,Low,85,No
T1799,Whitefield,2026-05-05,Rider No Show,High,70,Yes
T1800,Whitefield,2026-05-05,Payment Issue,High,24,Yes
T1801,Whitefield,2026-05-05,Delivery Delay,Critical,48,Yes
T1802,Whitefield,2026-05-05,Delivery Delay,Medium,81,No
T1803,Whitefield,2026-05-05,Rider No Show,Critical,86,Yes
T1804,Whitefield,2026-05-05,Rider No Show,Medium,45,No
T1805,Whitefield,2026-05-05,App Issue,Low,89,No
T1806,Whitefield,2026-05-06,Payment Issue,Critical,80,Yes
T1807,Whitefield,2026-05-06,Payment Issue,Medium,84,No
T1808,Whitefield,2026-05-06,Delivery Delay,Medium,55,No
T1809,Whitefield,2026-05-06,Rider Shortage,Medium,77,No
T1810,Whitefield,2026-05-06,App Issue,Low,46,No
T1811,Whitefield,2026-05-06,Rider Shortage,Medium,34,No
T1812,Whitefield,2026-05-06,Delivery Delay,Critical,71,Yes
T1813,Whitefield,2026-05-06,Payment Issue,Medium,64,No
T1814,Whitefield,2026-05-06,Delivery Delay,Low,39,No
T1815,Whitefield,2026-05-06,Delivery Delay,Critical,26,Yes
T1816,Whitefield,2026-05-06,Rider No Show,Low,85,No
T1817,Whitefield,2026-05-07,Rider No Show,Low,25,No
T1818,Whitefield,2026-05-07,Rider Shortage,High,84,Yes
T1819,Whitefield,2026-05-07,App Issue,Low,37,No
T1820,Whitefield,2026-05-07,Rider Shortage,Critical,84,Yes
T1821,Whitefield,2026-05-07,Rider No Show,Critical,52,Yes
T1822,Whitefield,2026-05-08,App Issue,Low,86,No
T1823,Whitefield,2026-05-08,Rider No Show,High,51,Yes
T1824,Whitefield,2026-05-08,Delivery Delay,Low,63,No
T1825,Whitefield,2026-05-08,App Issue,Low,66,No
T1826,Whitefield,2026-05-08,Rider No Show,Medium,47,No
T1827,Whitefield,2026-05-08,Rider No Show,Critical,36,Yes
T1828,Whitefield,2026-05-08,App Issue,Medium,19,No
T1829,Whitefield,2026-05-09,Payment Issue,Low,51,No
T1830,Whitefield,2026-05-09,Payment Issue,Medium,78,No
T1831,Whitefield,2026-05-09,Rider No Show,Critical,24,Yes
T1832,Whitefield,2026-05-09,Rider Shortage,High,56,Yes
T1833,Whitefield,2026-05-09,Payment Issue,High,62,Yes
T1834,Whitefield,2026-05-09,Rider Shortage,Medium,58,No
T1835,Whitefield,2026-05-09,Delivery Delay,Critical,30,Yes
T1836,Whitefield,2026-05-10,Delivery Delay,High,49,Yes
T1837,Whitefield,2026-05-10,Payment Issue,High,42,Yes
T1838,Whitefield,2026-05-10,Payment Issue,High,16,Yes
T1839,Whitefield,2026-05-10,App Issue,Medium,27,No
T1840,Whitefield,2026-05-10,Payment Issue,Low,55,No
T1841,Whitefield,2026-05-10,Payment Issue,High,73,Yes
T1842,Whitefield,2026-05-10,Rider Shortage,Low,83,No
T1843,Whitefield,2026-05-10,Rider No Show,Critical,67,Yes
T1844,Whitefield,2026-05-10,App Issue,Low,59,No
T1845,Whitefield,2026-05-10,App Issue,Medium,34,No
T1846,Whitefield,2026-05-10,Delivery Delay,Low,38,No
T1847,Whitefield,2026-05-11,Rider No Show,Medium,72,No
T1848,Whitefield,2026-05-11,App Issue,Critical,41,Yes
T1849,Whitefield,2026-05-11,Delivery Delay,Medium,40,No
T1850,Whitefield,2026-05-11,Rider No Show,High,21,Yes
T1851,Whitefield,2026-05-11,Delivery Delay,Medium,56,No
T1852,Whitefield,2026-05-11,Payment Issue,Low,61,No
T1853,Whitefield,2026-05-11,Delivery Delay,Low,67,No
T1854,Whitefield,2026-05-11,Rider No Show,Medium,73,No
T1855,Whitefield,2026-05-11,Delivery Delay,Low,52,No
T1856,Whitefield,2026-05-11,Rider No Show,Critical,83,Yes
T1857,Whitefield,2026-05-11,Rider No Show,Medium,67,No
T1858,Whitefield,2026-05-12,Delivery Delay,Medium,33,No
T1859,Whitefield,2026-05-12,Payment Issue,Low,23,No
T1860,Whitefield,2026-05-12,Rider No Show,High,78,Yes
T1861,Whitefield,2026-05-12,Payment Issue,High,68,Yes
T1862,Whitefield,2026-05-12,Rider Shortage,Low,65,No
T1863,Whitefield,2026-05-12,Delivery Delay,Low,53,No
T1864,Whitefield,2026-05-12,Rider No Show,Low,18,No
T1865,Whitefield,2026-05-12,Rider Shortage,High,17,Yes
T1866,Whitefield,2026-05-13,Rider No Show,Medium,72,No
T1867,Whitefield,2026-05-13,Rider No Show,Critical,89,Yes
